,parameter,mean,stdev,median,mode,max_P
21,MgN_beforeCrystallization3,90.82571361793273,0.22283547503746312,90.80570215958619,90.8125,90.72411406897787
22,growth_stoichiometry_orthopyroxene3,0.46811093063845394,0.3052995618185902,0.4513695051455724,0.043750000000000004,0.2856316265241688
23,growth_stoichiometry_spinel3,0.041585228015367515,0.02299294193449409,0.03856266801930645,0.021875,0.05039743978033091
24,MgN_beforeMixing3,89.97689353790919,0.2693365801800604,90.0007396606926,90.0625,90.16004727714045
25,mixing_stoichiometry_orthopyroxene3,0.2979535568071454,0.20672330610866352,0.2559021997072016,0.20625000000000002,0.4810711267090622
26,mixing_stoichiometry_spinel3,0.04481225196193114,0.010409278222680084,0.04492756701752272,0.048125,0.0415370862473773
27,log10_tau3,3.62904644106818,2.0782954696823666,3.617949190415599,3.75,4.0456212771767985
28,MgN_beforeCrystallization4,91.69417887564002,0.12587338959613587,91.67940981877413,91.6875,91.55447716779322
29,growth_stoichiometry_orthopyroxene4,0.4055998173796666,0.27575767599994966,0.3680096571166168,0.13125,0.3100591447801053
30,growth_stoichiometry_spinel4,0.04004304434435499,0.027465680711117785,0.03446040962139556,0.008125,0.0022305677391557927
31,MgN_beforeMixing4,91.5337930301,0.13869842787888742,91.54506475401365,91.5625,91.30218579714564
32,mixing_stoichiometry_orthopyroxene4,0.3481373581211717,0.2688954162062163,0.27851869924606415,0.043750000000000004,0.17942113604143642
33,mixing_stoichiometry_spinel4,0.021835845240963582,0.02053336909619581,0.014779583436837378,0.008125,0.00024458772158564973
34,log10_tau4,4.062670211543352,2.3348901311587906,4.093004600146908,7.25,3.6486597901978928
35,MgN_beforeCrystallization5,92.05958351841392,0.2710526943711899,92.03523781803693,92.0625,92.60356774440136
36,growth_stoichiometry_orthopyroxene5,0.3801641564757493,0.24938553052538975,0.3675517718339683,0.03125,0.4988492927481216
37,growth_stoichiometry_spinel5,0.011538988072182845,0.008558525216147366,0.009669858505971756,0.001875,0.00094299258501031
38,MgN_beforeMixing5,89.67035609930777,0.3424886235784094,89.5380200321662,89.5625,89.34612032891542
39,mixing_stoichiometry_orthopyroxene5,0.6977825540400452,0.21172516815114614,0.764827591942916,0.76875,0.7151745824892638
40,mixing_stoichiometry_spinel5,0.06979688976008828,0.01189663174416695,0.07165099100138989,0.069375,0.07442553882032063
41,log10_tau5,4.342090731126829,2.380313153924245,4.461416079816548,7.25,7.208646884229194
42,MgN_beforeCrystallization6,85.2282510762584,0.11862540808545431,85.22179846423845,85.1875,85.15894883700358
43,growth_stoichiometry_orthopyroxene6,0.4609607359724509,0.27529382599119673,0.4564393232162486,0.00625,0.1772029602959159
44,growth_stoichiometry_spinel6,0.0421599863456485,0.026665349615812094,0.038976348293344065,0.028125,0.031849865645064215
45,MgN_beforeMixing6,85.08902019967816,0.11446825919685895,85.08944522855771,85.0625,85.05518057241224
46,mixing_stoichiometry_orthopyroxene6,0.17366720527544424,0.06312674132700931,0.17661556870466735,0.16875,0.17005533989168314
47,mixing_stoichiometry_spinel6,0.036267492580671246,0.0023820930322029036,0.036256450997083516,0.036875,0.03419797017599621
48,log10_tau6,3.8809192103809673,2.2800243577102766,3.858555585528743,0.75,2.858476937105726
49,MgN_beforeCrystallization7,92.93766718107038,0.12431114524290429,92.97793485452532,92.9375,92.97780956865864
50,growth_stoichiometry_orthopyroxene7,0.03758355820399799,0.032630571361396896,0.029387449564245667,0.00625,0.0031345927826652003
51,growth_stoichiometry_spinel7,0.0016178310472934928,0.001125087930669248,0.001376938928281046,0.000625,0.0016180463480504792
52,MgN_beforeMixing7,83.98930970183683,0.16482745832995926,83.9864873733823,83.9375,84.07452351645532
53,mixing_stoichiometry_orthopyroxene7,0.062492474517675915,0.04432953495378775,0.055956631680860916,0.03125,0.09334201403125154
54,mixing_stoichiometry_spinel7,0.0011899937341933928,0.0009372274962842681,0.000994440404059947,0.000625,0.0007101258076964579
55,log10_tau7,8.810884820113216,3.145512417439999,9.959505129949477,11.25,11.470575400564233
